Logical Entity,Physical HANA Table,Column,Data Type,Primary Key,Nullable,Default,Relationship / Target,Business Purpose,Owner,Retention,CDS / Model Source,Database Evidence
BugService.Bugs (draft),BugService_Bugs_drafts,createdBy,NVARCHAR(255),NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,modifiedAt,TIMESTAMP,NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,modifiedBy,NVARCHAR(255),NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,bugNumber,NVARCHAR(30),NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,title,NVARCHAR(255),NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,description,NCLOB,NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,status_code,NVARCHAR(40),NO,YES,,idts.cap.StatusValues.code,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,priority_code,NVARCHAR(40),NO,YES,,idts.cap.PriorityValues.code,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,severity_code,NVARCHAR(40),NO,YES,,idts.cap.SeverityValues.code,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,environment_code,NVARCHAR(40),NO,YES,,idts.cap.EnvironmentValues.code,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,environmentDetail,NVARCHAR(255),NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,stepsToReproduce,NCLOB,NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,actualResult,NCLOB,NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,expectedResult,NCLOB,NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,sapModule_ID,NVARCHAR(36),NO,YES,,idts.cap.SAPModules.ID,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,applicationComponent_ID,NVARCHAR(36),NO,YES,,idts.cap.ApplicationComponents.ID,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,defectCategory_ID,NVARCHAR(36),NO,YES,,idts.cap.DefectCategories.ID,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,componentCategory_ID,NVARCHAR(36),NO,YES,,idts.cap.ComponentCategories.ID,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,reporter_ID,NVARCHAR(36),NO,YES,,idts.cap.Users.ID,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,assignee_ID,NVARCHAR(36),NO,YES,,idts.cap.DeveloperProfiles.ID,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,nextProcessorUser_ID,NVARCHAR(36),NO,YES,,idts.cap.Users.ID,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,nextProcessorRole_code,NVARCHAR(40),NO,YES,,idts.cap.ProcessorRoleValues.code,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
BugService.Bugs (draft),BugService_Bugs_drafts,rejectionReason,NCLOB,NO,YES,,,CAP draft persistence for Bug changes before activation.,CAP runtime / DonHV technical governance,"Temporary draft lifecycle; removed by activation, cancellation or draft cleanup.",srv/service.cds: BugService.Bugs with @odata.draft.enabled,Production-style cds build --production artifact BugService.Bugs_drafts.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
